Vault,Chain,Type,Month,APY (%)
yvCurve-UST 0.4.3 - ETH,ETH,Stable,dec/20,0
yvCurve-HUSD 0.3.5 - ETH,ETH,Stable,dec/20,0
yvCurve-EURT 0.4.3 - ETH,ETH,Stable,dec/20,0
yvCurve-ibAUD-USDC 0.4.3 - ETH,ETH,Other,dec/20,0
yvCurve-ankrETH 0.3.5 - ETH,ETH,ETH,dec/20,0
yvCurve-CVXETH 0.4.3 - ETH,ETH,Altcoin,dec/20,0
yvCurve-d3pool 0.4.3 - ETH,ETH,Other,dec/20,0
yvDAI 0.3.0 - ETH,ETH,Stable,dec/20,0
yvCurve-UST 0.3.5 - ETH,ETH,Stable,dec/20,0
yvCurve-ibAUD 0.4.3 - ETH,ETH,Iron Bank,dec/20,0
yvCurve-tBTC 0.3.5 - ETH,ETH,BTC,dec/20,0
yvCurve-EURS 0.3.5 - ETH,ETH,Stable,dec/20,0
st-yCRV 0.4.3 - ETH,ETH,Other,dec/20,0
yvCurve-IronBank 0.3.2 - ETH,ETH,Altcoin,dec/20,0
yvCurve-USDT 0.3.5 - ETH,ETH,Stable,dec/20,0
yvCurve-RAI 0.4.3 - ETH,ETH,Other,dec/20,0
yvCurve-MIM 0.4.3 - ETH,ETH,Stable,dec/20,0
yvCurve-GUSD 0.3.5 - ETH,ETH,Stable,dec/20,0
yvCurve-ibCHF-USDC 0.4.3 - ETH,ETH,Other,dec/20,0
yvCurve-DUSD 0.3.5 - ETH,ETH,Stable,dec/20,0
yvCurve-STG-USDC 0.4.3 - ETH,ETH,Other,dec/20,0
yvLUSD 0.4.3 - ETH,ETH,Stable,dec/20,0
yvCurve-Aave 0.3.5 - ETH,ETH,Altcoin,dec/20,0
yvUSDT 0.4.3 - ETH,ETH,Other,dec/20,0
yvCurve-USDN 0.3.5 - ETH,ETH,Stable,dec/20,0
yvCurve-USDK 0.3.5 - ETH,ETH,Stable,dec/20,0
yvCurve-triCrypto 0.4.2 - ETH,ETH,Other,dec/20,0
yvCurve-pBTC 0.3.5 - ETH,ETH,BTC,dec/20,0
yvBalancer-BoostedAaveUSD 0.4.3 - ETH,ETH,Other,dec/20,0
yvCurve-cvxCRV 0.4.3 - ETH,ETH,Altcoin,dec/20,0
yvCurve-ibCHF 0.4.3 - ETH,ETH,Iron Bank,dec/20,0
yvCOMP 0.4.3 - ETH,ETH,Altcoin,dec/20,0
yUSD 0.3.5 - ETH,ETH,Stable,dec/20,0
yvCurve-ibKRW 0.4.3 - ETH,ETH,Iron Bank,dec/20,0
yvCurve-ibJPY 0.4.3 - ETH,ETH,Iron Bank,dec/20,0
yvCurve-ibGBP 0.4.3 - ETH,ETH,Iron Bank,dec/20,0
yvCurve-3EUR 0.4.3 - ETH,ETH,Stable,dec/20,0
yvCurve-sUSD 0.3.5 - ETH,ETH,Stable,dec/20,0
yvCurve-rETHwstETH 0.4.3 - ETH,ETH,ETH,dec/20,0
yvCurve-ibBTC 0.4.3 - ETH,ETH,BTC,dec/20,0
yvUSDC 0.3.0 - ETH,ETH,Stable,dec/20,0
yvCurve-LUSD 0.3.5 - ETH,ETH,Stable,dec/20,0
yvCurve-stETH-WETH 0.4.3 - ETH,ETH,ETH,dec/20,0
lp-yCRV 0.4.3 - ETH,ETH,Other,dec/20,0
yvCurve-HBTC 0.3.3 - ETH,ETH,BTC,dec/20,0
yvLINK 0.4.2 - ETH,ETH,Altcoin,dec/20,0
yvCurve-ibEUR 0.4.3 - ETH,ETH,Iron Bank,dec/20,0
yvCurve-CRVETH 0.4.3 - ETH,ETH,Altcoin,dec/20,0
yvCurve-ibGBP-USDC 0.4.3 - ETH,ETH,Other,dec/20,0
yvCurve-BUSD 0.3.5 - ETH,ETH,Stable,dec/20,0
yvCurve-USDM 0.4.3 - ETH,ETH,Stable,dec/20,0
yvSUSHI 0.4.3 - ETH,ETH,Altcoin,dec/20,0
yvCurve-renBTC 0.3.5 - ETH,ETH,BTC,dec/20,0
yvCurve-alETH 0.4.3 - ETH,ETH,ETH,dec/20,0
yvCurve-YFIETH 0.4.3 - ETH,ETH,Altcoin,dec/20,0
yvUSDT 0.3.5 - ETH,ETH,Stable,dec/20,0
yvCurve-EURSUSDC 0.4.3 - ETH,ETH,Stable,dec/20,0
yvCurve-Pax 0.3.5 - ETH,ETH,Stable,dec/20,0
yvCurve-sBTC 0.3.5 - ETH,ETH,BTC,dec/20,0
yvCurve-3pool 0.3.5 - ETH,ETH,Other,dec/20,0
yvRAI 0.4.2 - ETH,ETH,Altcoin,dec/20,0
yvCurve-EURN 0.4.3 - ETH,ETH,Stable,dec/20,0
yvCurve-mUSD 0.3.5 - ETH,ETH,Stable,dec/20,0
yvCurve-yBUSD 0.3.5 - ETH,ETH,Stable,dec/20,0
yvCurve-BBTC 0.3.5 - ETH,ETH,BTC,dec/20,0
yvCurve-sETH 0.3.2 - ETH,ETH,ETH,dec/20,0
yvCurve-ibJPY-USDC 0.4.3 - ETH,ETH,Other,dec/20,0
yvBOOST 0.3.5 - ETH,ETH,Altcoin,dec/20,0
yvWBTC 0.3.5 - ETH,ETH,BTC,dec/20,0
yvCurve-alUSD 0.3.5 - ETH,ETH,Stable,dec/20,0
yvCurve-FRAX 0.3.5 - ETH,ETH,Stable,dec/20,0
yv1INCH 0.3.2 - ETH,ETH,Altcoin,dec/20,0
yvCurve-EURTUSD 0.4.3 - ETH,ETH,Stable,dec/20,0
yvDAI 0.2.2 - ETH,ETH,Stable,dec/20,0
yvCurve-rETH 0.3.5 - ETH,ETH,ETH,dec/20,0
yvCurve-RSV 0.3.5 - ETH,ETH,Other,dec/20,0
yvCurve-USDP 0.3.5 - ETH,ETH,Stable,dec/20,0
yvCurve-Compound 0.3.5 - ETH,ETH,Altcoin,dec/20,0
yvYFI 0.3.2 - ETH,ETH,Altcoin,dec/20,0
yvCurve-3Crypto 0.4.3 - ETH,ETH,Other,dec/20,0
yvCurve-ibEUR-USDC 0.4.3 - ETH,ETH,Other,dec/20,0
yvSNX 0.3.5 - ETH,ETH,Altcoin,dec/20,0
yvCurve-OUSD 0.4.3 - ETH,ETH,Stable,dec/20,0
yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,Other,dec/20,0
yvUNI 0.3.5 - ETH,ETH,Altcoin,dec/20,0
yvTUSD 0.4.3 - ETH,ETH,Stable,dec/20,0
yvWETH 0.4.2 - ETH,ETH,ETH,dec/20,0
yvUSDC 0.4.3 - ETH,ETH,Stable,dec/20,0
yvsUSD 0.3.3 - ETH,ETH,Stable,dec/20,0
yvWETH 0.3.2 - ETH,ETH,ETH,dec/20,0
yvKP3RETH-f 0.4.3 - ETH,ETH,Other,dec/20,0
yvCurve-sAave 0.3.5 - ETH,ETH,Altcoin,dec/20,0
yvCurve-USDP 0.4.3 - ETH,ETH,Stable,dec/20,0
yvWBTC 0.3.1 - ETH,ETH,BTC,dec/20,0
yvCurve-DOLA 0.4.3 - ETH,ETH,Stable,dec/20,0
yvCurve-MIMUST 0.4.3 - ETH,ETH,Stable,dec/20,0
yvAAVE 0.4.3 - ETH,ETH,Altcoin,dec/20,0
yvDAI 0.4.3 - ETH,ETH,Stable,dec/20,0
yvCurve-stETH 0.3.0 - ETH,ETH,ETH,dec/20,0
yvYFI 0.4.3 - ETH,ETH,Altcoin,dec/20,0
yvHEGIC 0.3.0 - ETH,ETH,Altcoin,dec/20,0
yvUSDC 0.2.2 - ETH,ETH,Stable,dec/20,0
yvCurve-oBTC 0.3.5 - ETH,ETH,BTC,dec/20,0
yvCurve-LINK 0.3.5 - ETH,ETH,Altcoin,dec/20,0
yvCurve-TUSD 0.3.5 - ETH,ETH,Stable,dec/20,0
yvAVAX 0.4.3 - FTM,FTM,Altcoin,dec/20,0
yvCRV 0.4.3 - FTM,FTM,Altcoin,dec/20,0
yvMIM 0.4.3 - FTM,FTM,Stable,dec/20,0
yvWFTM 0.4.3 - FTM,FTM,Altcoin,dec/20,0
yvBOO 0.4.3 - FTM,FTM,Altcoin,dec/20,0
yvUSDT 0.4.3 - FTM,FTM,Stable,dec/20,0
yvDOLA 0.4.3 - FTM,FTM,Stable,dec/20,0
yvfBEETS 0.4.3 - FTM,FTM,Altcoin,dec/20,0
yvYFI 0.4.3 - FTM,FTM,Altcoin,dec/20,0
yvFRAX 0.4.3 - FTM,FTM,Stable,dec/20,0
yvDAI 0.4.3 - FTM,FTM,Stable,dec/20,0
yvCurve-MIM 0.4.3 - FTM,FTM,Stable,dec/20,0
yvCurve-Tricrypto 0.4.3 - FTM,FTM,Other,dec/20,0
yvWETH 0.4.3 - FTM,FTM,ETH,dec/20,0
yvSPELL 0.4.3 - FTM,FTM,Altcoin,dec/20,0
yvUSDC 0.4.3 - FTM,FTM,Stable,dec/20,0
yvCurve-Geist 0.4.3 - FTM,FTM,Altcoin,dec/20,0
yvWBTC 0.4.3 - FTM,FTM,BTC,dec/20,0
yvLINK 0.4.3 - FTM,FTM,Altcoin,dec/20,0
yvCurve-UST 0.4.3 - ETH,ETH,Stable,jan/21,0
yvCurve-HUSD 0.3.5 - ETH,ETH,Stable,jan/21,0
yvCurve-EURT 0.4.3 - ETH,ETH,Stable,jan/21,0
yvCurve-ibAUD-USDC 0.4.3 - ETH,ETH,Other,jan/21,0
yvCurve-ankrETH 0.3.5 - ETH,ETH,ETH,jan/21,0
yvCurve-CVXETH 0.4.3 - ETH,ETH,Altcoin,jan/21,0
yvCurve-d3pool 0.4.3 - ETH,ETH,Other,jan/21,0
yvDAI 0.3.0 - ETH,ETH,Stable,jan/21,0
yvCurve-UST 0.3.5 - ETH,ETH,Stable,jan/21,0
yvCurve-ibAUD 0.4.3 - ETH,ETH,Iron Bank,jan/21,0
yvCurve-tBTC 0.3.5 - ETH,ETH,BTC,jan/21,0
yvCurve-EURS 0.3.5 - ETH,ETH,Stable,jan/21,0
st-yCRV 0.4.3 - ETH,ETH,Other,jan/21,0
yvCurve-IronBank 0.3.2 - ETH,ETH,Altcoin,jan/21,0
yvCurve-USDT 0.3.5 - ETH,ETH,Stable,jan/21,0
yvCurve-RAI 0.4.3 - ETH,ETH,Other,jan/21,0
yvCurve-MIM 0.4.3 - ETH,ETH,Stable,jan/21,0
yvCurve-GUSD 0.3.5 - ETH,ETH,Stable,jan/21,0
yvCurve-ibCHF-USDC 0.4.3 - ETH,ETH,Other,jan/21,0
yvCurve-DUSD 0.3.5 - ETH,ETH,Stable,jan/21,0
yvCurve-STG-USDC 0.4.3 - ETH,ETH,Other,jan/21,0
yvLUSD 0.4.3 - ETH,ETH,Stable,jan/21,0
yvCurve-Aave 0.3.5 - ETH,ETH,Altcoin,jan/21,0
yvUSDT 0.4.3 - ETH,ETH,Other,jan/21,0
yvCurve-USDN 0.3.5 - ETH,ETH,Stable,jan/21,0
yvCurve-USDK 0.3.5 - ETH,ETH,Stable,jan/21,0
yvCurve-triCrypto 0.4.2 - ETH,ETH,Other,jan/21,0
yvCurve-pBTC 0.3.5 - ETH,ETH,BTC,jan/21,0
yvBalancer-BoostedAaveUSD 0.4.3 - ETH,ETH,Other,jan/21,0
yvCurve-cvxCRV 0.4.3 - ETH,ETH,Altcoin,jan/21,0
yvCurve-ibCHF 0.4.3 - ETH,ETH,Iron Bank,jan/21,0
yvCOMP 0.4.3 - ETH,ETH,Altcoin,jan/21,0
yUSD 0.3.5 - ETH,ETH,Stable,jan/21,0
yvCurve-ibKRW 0.4.3 - ETH,ETH,Iron Bank,jan/21,0
yvCurve-ibJPY 0.4.3 - ETH,ETH,Iron Bank,jan/21,0
yvCurve-ibGBP 0.4.3 - ETH,ETH,Iron Bank,jan/21,0
yvCurve-3EUR 0.4.3 - ETH,ETH,Stable,jan/21,0
yvCurve-sUSD 0.3.5 - ETH,ETH,Stable,jan/21,0
yvCurve-rETHwstETH 0.4.3 - ETH,ETH,ETH,jan/21,0
yvCurve-ibBTC 0.4.3 - ETH,ETH,BTC,jan/21,0
yvUSDC 0.3.0 - ETH,ETH,Stable,jan/21,0
yvCurve-LUSD 0.3.5 - ETH,ETH,Stable,jan/21,0
yvCurve-stETH-WETH 0.4.3 - ETH,ETH,ETH,jan/21,0
lp-yCRV 0.4.3 - ETH,ETH,Other,jan/21,0
yvCurve-HBTC 0.3.3 - ETH,ETH,BTC,jan/21,0
yvLINK 0.4.2 - ETH,ETH,Altcoin,jan/21,0
yvCurve-ibEUR 0.4.3 - ETH,ETH,Iron Bank,jan/21,0
yvCurve-CRVETH 0.4.3 - ETH,ETH,Altcoin,jan/21,0
yvCurve-ibGBP-USDC 0.4.3 - ETH,ETH,Other,jan/21,0
yvCurve-BUSD 0.3.5 - ETH,ETH,Stable,jan/21,0
yvCurve-USDM 0.4.3 - ETH,ETH,Stable,jan/21,0
yvSUSHI 0.4.3 - ETH,ETH,Altcoin,jan/21,0
yvCurve-renBTC 0.3.5 - ETH,ETH,BTC,jan/21,0
yvCurve-alETH 0.4.3 - ETH,ETH,ETH,jan/21,0
yvCurve-YFIETH 0.4.3 - ETH,ETH,Altcoin,jan/21,0
yvUSDT 0.3.5 - ETH,ETH,Stable,jan/21,0
yvCurve-EURSUSDC 0.4.3 - ETH,ETH,Stable,jan/21,0
yvCurve-Pax 0.3.5 - ETH,ETH,Stable,jan/21,0
yvCurve-sBTC 0.3.5 - ETH,ETH,BTC,jan/21,0
yvCurve-3pool 0.3.5 - ETH,ETH,Other,jan/21,0
yvRAI 0.4.2 - ETH,ETH,Altcoin,jan/21,0
yvCurve-EURN 0.4.3 - ETH,ETH,Stable,jan/21,0
yvCurve-mUSD 0.3.5 - ETH,ETH,Stable,jan/21,0
yvCurve-yBUSD 0.3.5 - ETH,ETH,Stable,jan/21,0
yvCurve-BBTC 0.3.5 - ETH,ETH,BTC,jan/21,0
yvCurve-sETH 0.3.2 - ETH,ETH,ETH,jan/21,0
yvCurve-ibJPY-USDC 0.4.3 - ETH,ETH,Other,jan/21,0
yvBOOST 0.3.5 - ETH,ETH,Altcoin,jan/21,0
yvWBTC 0.3.5 - ETH,ETH,BTC,jan/21,0
yvCurve-alUSD 0.3.5 - ETH,ETH,Stable,jan/21,0
yvCurve-FRAX 0.3.5 - ETH,ETH,Stable,jan/21,0
yv1INCH 0.3.2 - ETH,ETH,Altcoin,jan/21,0
yvCurve-EURTUSD 0.4.3 - ETH,ETH,Stable,jan/21,0
yvDAI 0.2.2 - ETH,ETH,Stable,jan/21,0.16348838353453998
yvCurve-rETH 0.3.5 - ETH,ETH,ETH,jan/21,0
yvCurve-RSV 0.3.5 - ETH,ETH,Other,jan/21,0
yvCurve-USDP 0.3.5 - ETH,ETH,Stable,jan/21,0
yvCurve-Compound 0.3.5 - ETH,ETH,Altcoin,jan/21,0
yvYFI 0.3.2 - ETH,ETH,Altcoin,jan/21,0
yvCurve-3Crypto 0.4.3 - ETH,ETH,Other,jan/21,0
yvCurve-ibEUR-USDC 0.4.3 - ETH,ETH,Other,jan/21,0
yvSNX 0.3.5 - ETH,ETH,Altcoin,jan/21,0
yvCurve-OUSD 0.4.3 - ETH,ETH,Stable,jan/21,0
yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,Other,jan/21,0
yvUNI 0.3.5 - ETH,ETH,Altcoin,jan/21,0
yvTUSD 0.4.3 - ETH,ETH,Stable,jan/21,0
yvWETH 0.4.2 - ETH,ETH,ETH,jan/21,0
yvUSDC 0.4.3 - ETH,ETH,Stable,jan/21,0
yvsUSD 0.3.3 - ETH,ETH,Stable,jan/21,0
yvWETH 0.3.2 - ETH,ETH,ETH,jan/21,0
yvKP3RETH-f 0.4.3 - ETH,ETH,Other,jan/21,0
yvCurve-sAave 0.3.5 - ETH,ETH,Altcoin,jan/21,0
yvCurve-USDP 0.4.3 - ETH,ETH,Stable,jan/21,0
yvWBTC 0.3.1 - ETH,ETH,BTC,jan/21,0
yvCurve-DOLA 0.4.3 - ETH,ETH,Stable,jan/21,0
yvCurve-MIMUST 0.4.3 - ETH,ETH,Stable,jan/21,0
yvAAVE 0.4.3 - ETH,ETH,Altcoin,jan/21,0
yvDAI 0.4.3 - ETH,ETH,Stable,jan/21,0
yvCurve-stETH 0.3.0 - ETH,ETH,ETH,jan/21,0
yvYFI 0.4.3 - ETH,ETH,Altcoin,jan/21,0
yvHEGIC 0.3.0 - ETH,ETH,Altcoin,jan/21,0
yvUSDC 0.2.2 - ETH,ETH,Stable,jan/21,0.1551783299397096
yvCurve-oBTC 0.3.5 - ETH,ETH,BTC,jan/21,0
yvCurve-LINK 0.3.5 - ETH,ETH,Altcoin,jan/21,0
yvCurve-TUSD 0.3.5 - ETH,ETH,Stable,jan/21,0
yvAVAX 0.4.3 - FTM,FTM,Altcoin,jan/21,0
yvCRV 0.4.3 - FTM,FTM,Altcoin,jan/21,0
yvMIM 0.4.3 - FTM,FTM,Stable,jan/21,0
yvWFTM 0.4.3 - FTM,FTM,Altcoin,jan/21,0
yvBOO 0.4.3 - FTM,FTM,Altcoin,jan/21,0
yvUSDT 0.4.3 - FTM,FTM,Stable,jan/21,0
yvDOLA 0.4.3 - FTM,FTM,Stable,jan/21,0
yvfBEETS 0.4.3 - FTM,FTM,Altcoin,jan/21,0
yvYFI 0.4.3 - FTM,FTM,Altcoin,jan/21,0
yvFRAX 0.4.3 - FTM,FTM,Stable,jan/21,0
yvDAI 0.4.3 - FTM,FTM,Stable,jan/21,0
yvCurve-MIM 0.4.3 - FTM,FTM,Stable,jan/21,0
yvCurve-Tricrypto 0.4.3 - FTM,FTM,Other,jan/21,0
yvWETH 0.4.3 - FTM,FTM,ETH,jan/21,0
yvSPELL 0.4.3 - FTM,FTM,Altcoin,jan/21,0
yvUSDC 0.4.3 - FTM,FTM,Stable,jan/21,0
yvCurve-Geist 0.4.3 - FTM,FTM,Altcoin,jan/21,0
yvWBTC 0.4.3 - FTM,FTM,BTC,jan/21,0
yvLINK 0.4.3 - FTM,FTM,Altcoin,jan/21,0
yvCurve-UST 0.4.3 - ETH,ETH,Stable,feb/21,0
yvCurve-HUSD 0.3.5 - ETH,ETH,Stable,feb/21,0
yvCurve-EURT 0.4.3 - ETH,ETH,Stable,feb/21,0
yvCurve-ibAUD-USDC 0.4.3 - ETH,ETH,Other,feb/21,0
yvCurve-ankrETH 0.3.5 - ETH,ETH,ETH,feb/21,0
yvCurve-CVXETH 0.4.3 - ETH,ETH,Altcoin,feb/21,0
yvCurve-d3pool 0.4.3 - ETH,ETH,Other,feb/21,0
yvDAI 0.3.0 - ETH,ETH,Stable,feb/21,0.18918935859589192
yvCurve-UST 0.3.5 - ETH,ETH,Stable,feb/21,0
yvCurve-ibAUD 0.4.3 - ETH,ETH,Iron Bank,feb/21,0
yvCurve-tBTC 0.3.5 - ETH,ETH,BTC,feb/21,0
yvCurve-EURS 0.3.5 - ETH,ETH,Stable,feb/21,0
st-yCRV 0.4.3 - ETH,ETH,Other,feb/21,0
yvCurve-IronBank 0.3.2 - ETH,ETH,Altcoin,feb/21,0
yvCurve-USDT 0.3.5 - ETH,ETH,Stable,feb/21,0
yvCurve-RAI 0.4.3 - ETH,ETH,Other,feb/21,0
yvCurve-MIM 0.4.3 - ETH,ETH,Stable,feb/21,0
yvCurve-GUSD 0.3.5 - ETH,ETH,Stable,feb/21,0
yvCurve-ibCHF-USDC 0.4.3 - ETH,ETH,Other,feb/21,0
yvCurve-DUSD 0.3.5 - ETH,ETH,Stable,feb/21,0
yvCurve-STG-USDC 0.4.3 - ETH,ETH,Other,feb/21,0
yvLUSD 0.4.3 - ETH,ETH,Stable,feb/21,0
yvCurve-Aave 0.3.5 - ETH,ETH,Altcoin,feb/21,0
yvUSDT 0.4.3 - ETH,ETH,Other,feb/21,0
yvCurve-USDN 0.3.5 - ETH,ETH,Stable,feb/21,0
yvCurve-USDK 0.3.5 - ETH,ETH,Stable,feb/21,0
yvCurve-triCrypto 0.4.2 - ETH,ETH,Other,feb/21,0
yvCurve-pBTC 0.3.5 - ETH,ETH,BTC,feb/21,0
yvBalancer-BoostedAaveUSD 0.4.3 - ETH,ETH,Other,feb/21,0
yvCurve-cvxCRV 0.4.3 - ETH,ETH,Altcoin,feb/21,0
yvCurve-ibCHF 0.4.3 - ETH,ETH,Iron Bank,feb/21,0
yvCOMP 0.4.3 - ETH,ETH,Altcoin,feb/21,0
yUSD 0.3.5 - ETH,ETH,Stable,feb/21,0
yvCurve-ibKRW 0.4.3 - ETH,ETH,Iron Bank,feb/21,0
yvCurve-ibJPY 0.4.3 - ETH,ETH,Iron Bank,feb/21,0
yvCurve-ibGBP 0.4.3 - ETH,ETH,Iron Bank,feb/21,0
yvCurve-3EUR 0.4.3 - ETH,ETH,Stable,feb/21,0
yvCurve-sUSD 0.3.5 - ETH,ETH,Stable,feb/21,0
yvCurve-rETHwstETH 0.4.3 - ETH,ETH,ETH,feb/21,0
yvCurve-ibBTC 0.4.3 - ETH,ETH,BTC,feb/21,0
yvUSDC 0.3.0 - ETH,ETH,Stable,feb/21,0.23294480243632365
yvCurve-LUSD 0.3.5 - ETH,ETH,Stable,feb/21,0
yvCurve-stETH-WETH 0.4.3 - ETH,ETH,ETH,feb/21,0
lp-yCRV 0.4.3 - ETH,ETH,Other,feb/21,0
yvCurve-HBTC 0.3.3 - ETH,ETH,BTC,feb/21,0
yvLINK 0.4.2 - ETH,ETH,Altcoin,feb/21,0
yvCurve-ibEUR 0.4.3 - ETH,ETH,Iron Bank,feb/21,0
yvCurve-CRVETH 0.4.3 - ETH,ETH,Altcoin,feb/21,0
yvCurve-ibGBP-USDC 0.4.3 - ETH,ETH,Other,feb/21,0
yvCurve-BUSD 0.3.5 - ETH,ETH,Stable,feb/21,0
yvCurve-USDM 0.4.3 - ETH,ETH,Stable,feb/21,0
yvSUSHI 0.4.3 - ETH,ETH,Altcoin,feb/21,0
yvCurve-renBTC 0.3.5 - ETH,ETH,BTC,feb/21,0
yvCurve-alETH 0.4.3 - ETH,ETH,ETH,feb/21,0
yvCurve-YFIETH 0.4.3 - ETH,ETH,Altcoin,feb/21,0
yvUSDT 0.3.5 - ETH,ETH,Stable,feb/21,0
yvCurve-EURSUSDC 0.4.3 - ETH,ETH,Stable,feb/21,0
yvCurve-Pax 0.3.5 - ETH,ETH,Stable,feb/21,0
yvCurve-sBTC 0.3.5 - ETH,ETH,BTC,feb/21,0
yvCurve-3pool 0.3.5 - ETH,ETH,Other,feb/21,0
yvRAI 0.4.2 - ETH,ETH,Altcoin,feb/21,0
yvCurve-EURN 0.4.3 - ETH,ETH,Stable,feb/21,0
yvCurve-mUSD 0.3.5 - ETH,ETH,Stable,feb/21,0
yvCurve-yBUSD 0.3.5 - ETH,ETH,Stable,feb/21,0
yvCurve-BBTC 0.3.5 - ETH,ETH,BTC,feb/21,0
yvCurve-sETH 0.3.2 - ETH,ETH,ETH,feb/21,0
yvCurve-ibJPY-USDC 0.4.3 - ETH,ETH,Other,feb/21,0
yvBOOST 0.3.5 - ETH,ETH,Altcoin,feb/21,0
yvWBTC 0.3.5 - ETH,ETH,BTC,feb/21,0
yvCurve-alUSD 0.3.5 - ETH,ETH,Stable,feb/21,0
yvCurve-FRAX 0.3.5 - ETH,ETH,Stable,feb/21,0
yv1INCH 0.3.2 - ETH,ETH,Altcoin,feb/21,0
yvCurve-EURTUSD 0.4.3 - ETH,ETH,Stable,feb/21,0
yvDAI 0.2.2 - ETH,ETH,Stable,feb/21,0.0
yvCurve-rETH 0.3.5 - ETH,ETH,ETH,feb/21,0
yvCurve-RSV 0.3.5 - ETH,ETH,Other,feb/21,0
yvCurve-USDP 0.3.5 - ETH,ETH,Stable,feb/21,0
yvCurve-Compound 0.3.5 - ETH,ETH,Altcoin,feb/21,0
yvYFI 0.3.2 - ETH,ETH,Altcoin,feb/21,0
yvCurve-3Crypto 0.4.3 - ETH,ETH,Other,feb/21,0
yvCurve-ibEUR-USDC 0.4.3 - ETH,ETH,Other,feb/21,0
yvSNX 0.3.5 - ETH,ETH,Altcoin,feb/21,0
yvCurve-OUSD 0.4.3 - ETH,ETH,Stable,feb/21,0
yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,Other,feb/21,0
yvUNI 0.3.5 - ETH,ETH,Altcoin,feb/21,0
yvTUSD 0.4.3 - ETH,ETH,Stable,feb/21,0
yvWETH 0.4.2 - ETH,ETH,ETH,feb/21,0
yvUSDC 0.4.3 - ETH,ETH,Stable,feb/21,0
yvsUSD 0.3.3 - ETH,ETH,Stable,feb/21,0
yvWETH 0.3.2 - ETH,ETH,ETH,feb/21,0
yvKP3RETH-f 0.4.3 - ETH,ETH,Other,feb/21,0
yvCurve-sAave 0.3.5 - ETH,ETH,Altcoin,feb/21,0
yvCurve-USDP 0.4.3 - ETH,ETH,Stable,feb/21,0
yvWBTC 0.3.1 - ETH,ETH,BTC,feb/21,0.027157311947894724
yvCurve-DOLA 0.4.3 - ETH,ETH,Stable,feb/21,0
yvCurve-MIMUST 0.4.3 - ETH,ETH,Stable,feb/21,0
yvAAVE 0.4.3 - ETH,ETH,Altcoin,feb/21,0
yvDAI 0.4.3 - ETH,ETH,Stable,feb/21,0
yvCurve-stETH 0.3.0 - ETH,ETH,ETH,feb/21,0.2939543480554003
yvYFI 0.4.3 - ETH,ETH,Altcoin,feb/21,0
yvHEGIC 0.3.0 - ETH,ETH,Altcoin,feb/21,0.05545945912308348
yvUSDC 0.2.2 - ETH,ETH,Stable,feb/21,0.0
yvCurve-oBTC 0.3.5 - ETH,ETH,BTC,feb/21,0
yvCurve-LINK 0.3.5 - ETH,ETH,Altcoin,feb/21,0
yvCurve-TUSD 0.3.5 - ETH,ETH,Stable,feb/21,0
yvAVAX 0.4.3 - FTM,FTM,Altcoin,feb/21,0
yvCRV 0.4.3 - FTM,FTM,Altcoin,feb/21,0
yvMIM 0.4.3 - FTM,FTM,Stable,feb/21,0
yvWFTM 0.4.3 - FTM,FTM,Altcoin,feb/21,0
yvBOO 0.4.3 - FTM,FTM,Altcoin,feb/21,0
yvUSDT 0.4.3 - FTM,FTM,Stable,feb/21,0
yvDOLA 0.4.3 - FTM,FTM,Stable,feb/21,0
yvfBEETS 0.4.3 - FTM,FTM,Altcoin,feb/21,0
yvYFI 0.4.3 - FTM,FTM,Altcoin,feb/21,0
yvFRAX 0.4.3 - FTM,FTM,Stable,feb/21,0
yvDAI 0.4.3 - FTM,FTM,Stable,feb/21,0
yvCurve-MIM 0.4.3 - FTM,FTM,Stable,feb/21,0
yvCurve-Tricrypto 0.4.3 - FTM,FTM,Other,feb/21,0
yvWETH 0.4.3 - FTM,FTM,ETH,feb/21,0
yvSPELL 0.4.3 - FTM,FTM,Altcoin,feb/21,0
yvUSDC 0.4.3 - FTM,FTM,Stable,feb/21,0
yvCurve-Geist 0.4.3 - FTM,FTM,Altcoin,feb/21,0
yvWBTC 0.4.3 - FTM,FTM,BTC,feb/21,0
yvLINK 0.4.3 - FTM,FTM,Altcoin,feb/21,0
yvCurve-UST 0.4.3 - ETH,ETH,Stable,mar/21,0
yvCurve-HUSD 0.3.5 - ETH,ETH,Stable,mar/21,0
yvCurve-EURT 0.4.3 - ETH,ETH,Stable,mar/21,0
yvCurve-ibAUD-USDC 0.4.3 - ETH,ETH,Other,mar/21,0
yvCurve-ankrETH 0.3.5 - ETH,ETH,ETH,mar/21,0
yvCurve-CVXETH 0.4.3 - ETH,ETH,Altcoin,mar/21,0
yvCurve-d3pool 0.4.3 - ETH,ETH,Other,mar/21,0
yvDAI 0.3.0 - ETH,ETH,Stable,mar/21,0.1373021846747522
yvCurve-UST 0.3.5 - ETH,ETH,Stable,mar/21,0
yvCurve-ibAUD 0.4.3 - ETH,ETH,Iron Bank,mar/21,0
yvCurve-tBTC 0.3.5 - ETH,ETH,BTC,mar/21,0
yvCurve-EURS 0.3.5 - ETH,ETH,Stable,mar/21,0
